#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AHCY	HSPD1	9606.ENSP00000217426	9606.ENSP00000340019	0	0	0	0	0.239	0	0	0.274	0.424
AHCY	RPS15	9606.ENSP00000217426	9606.ENSP00000466010	0	0	0	0	0.322	0.092	0	0.148	0.430
AHCY	GPT2	9606.ENSP00000217426	9606.ENSP00000345282	0	0	0	0	0.096	0.235	0	0.296	0.471
AHCY	CCT2	9606.ENSP00000217426	9606.ENSP00000299300	0	0	0	0	0.393	0	0	0.166	0.473
AHCY	IMPDH1	9606.ENSP00000217426	9606.ENSP00000345096	0	0	0	0	0.224	0	0	0.350	0.474
AHCY	PAICS	9606.ENSP00000217426	9606.ENSP00000382595	0.042	0	0	0	0.269	0.091	0	0.297	0.493
AHCY	MTHFD1L	9606.ENSP00000217426	9606.ENSP00000478253	0	0	0	0	0.125	0.085	0	0.431	0.505
AHCY	PSAT1	9606.ENSP00000217426	9606.ENSP00000365773	0	0	0	0	0.204	0	0	0.407	0.508
AHCY	MTHFD2	9606.ENSP00000217426	9606.ENSP00000377617	0.081	0	0	0	0.085	0	0	0.464	0.510
AHCY	TYMS	9606.ENSP00000217426	9606.ENSP00000315644	0.057	0	0	0	0.138	0	0	0.492	0.551
AHCY	IMPDH2	9606.ENSP00000217426	9606.ENSP00000321584	0	0	0	0	0.498	0	0	0.377	0.674
AHCY	SHMT2	9606.ENSP00000217426	9606.ENSP00000333667	0	0	0	0	0.468	0.274	0	0.660	0.857
AHCY	DNMT1	9606.ENSP00000217426	9606.ENSP00000352516	0	0	0	0	0.072	0	0.900	0.527	0.952
ANKRD22	ASB9	9606.ENSP00000360998	9606.ENSP00000369855	0	0	0.458	0	0	0	0	0	0.458
ANLN	TRIP13	9606.ENSP00000265748	9606.ENSP00000166345	0	0	0	0	0.514	0.292	0	0.327	0.748
ANLN	AURKA	9606.ENSP00000265748	9606.ENSP00000216911	0	0	0	0	0.541	0	0	0.459	0.741
ANLN	FBL	9606.ENSP00000265748	9606.ENSP00000221801	0	0	0	0	0.122	0.292	0	0.160	0.432
ANLN	RAD51AP1	9606.ENSP00000265748	9606.ENSP00000228843	0	0	0	0	0.422	0	0	0.159	0.493
ANLN	CCNB1	9606.ENSP00000265748	9606.ENSP00000256442	0	0	0	0	0.607	0	0	0.657	0.860
ANLN	KIF11	9606.ENSP00000265748	9606.ENSP00000260731	0	0	0	0	0.879	0	0	0.582	0.947
ANLN	MCM4	9606.ENSP00000265748	9606.ENSP00000262105	0	0	0	0	0.735	0.292	0	0.220	0.841
ANLN	MCM2	9606.ENSP00000265748	9606.ENSP00000265056	0	0	0	0	0.662	0	0	0.087	0.678
ANLN	PRKDC	9606.ENSP00000265748	9606.ENSP00000313420	0	0	0	0	0.149	0.292	0	0.125	0.426
ANLN	CDC25A	9606.ENSP00000265748	9606.ENSP00000303706	0	0	0	0	0.334	0	0	0.179	0.430
ANLN	LRP8	9606.ENSP00000265748	9606.ENSP00000303634	0	0	0	0	0.156	0	0	0.358	0.436
ANLN	PCLAF	9606.ENSP00000265748	9606.ENSP00000300035	0	0	0	0	0.267	0	0	0.276	0.446
ANLN	CDCA7	9606.ENSP00000265748	9606.ENSP00000306968	0	0	0	0	0.249	0.052	0	0.295	0.454
ANLN	TACC3	9606.ENSP00000265748	9606.ENSP00000326550	0	0	0	0	0.274	0	0	0.287	0.460
ANLN	DTL	9606.ENSP00000265748	9606.ENSP00000355958	0	0	0	0	0.378	0	0	0.182	0.469
ANLN	TK1	9606.ENSP00000265748	9606.ENSP00000468425	0	0	0	0	0.328	0	0	0.247	0.472
ANLN	CKS1B	9606.ENSP00000265748	9606.ENSP00000311083	0	0	0	0	0.236	0	0	0.340	0.474
ANLN	LMNB2	9606.ENSP00000265748	9606.ENSP00000327054	0	0	0	0	0.184	0.292	0	0.211	0.504
ANLN	CDT1	9606.ENSP00000265748	9606.ENSP00000301019	0	0	0	0	0.440	0	0	0.191	0.527
ANLN	RTKN	9606.ENSP00000265748	9606.ENSP00000272430	0	0	0	0	0.062	0	0.400	0.246	0.538
ANLN	RAD54L	9606.ENSP00000265748	9606.ENSP00000361043	0	0	0	0	0.353	0	0	0.319	0.541
ANLN	UHRF1	9606.ENSP00000265748	9606.ENSP00000479617	0	0	0	0	0.429	0	0	0.229	0.541
ANLN	ATAD2	9606.ENSP00000265748	9606.ENSP00000287394	0	0	0	0	0.354	0	0	0.329	0.548
ANLN	RFC4	9606.ENSP00000265748	9606.ENSP00000376272	0	0	0	0	0.291	0.292	0	0.190	0.558
ANLN	PTTG1	9606.ENSP00000265748	9606.ENSP00000377536	0	0	0	0	0.330	0	0	0.398	0.579
ANLN	CKS2	9606.ENSP00000265748	9606.ENSP00000364976	0	0	0	0	0.310	0	0	0.486	0.630
ANLN	CCNB2	9606.ENSP00000265748	9606.ENSP00000288207	0	0	0	0	0.415	0	0	0.398	0.633
ANLN	CHEK1	9606.ENSP00000265748	9606.ENSP00000391090	0	0	0	0	0.322	0	0	0.481	0.633
ANLN	CDKN3	9606.ENSP00000265748	9606.ENSP00000335357	0	0	0	0	0.487	0	0	0.328	0.641
ANLN	KIF15	9606.ENSP00000265748	9606.ENSP00000324020	0	0	0	0	0.458	0	0	0.371	0.645
ANLN	CENPA	9606.ENSP00000265748	9606.ENSP00000336868	0	0	0	0	0.493	0	0	0.333	0.647
ANLN	CDCA3	9606.ENSP00000265748	9606.ENSP00000442068	0	0	0	0	0.490	0	0	0.341	0.649
ANLN	UBE2T	9606.ENSP00000265748	9606.ENSP00000494957	0	0	0	0	0.430	0	0	0.416	0.653
ANLN	CDCA5	9606.ENSP00000265748	9606.ENSP00000275517	0	0	0	0	0.518	0	0	0.348	0.672
ANLN	MAD2L1	9606.ENSP00000265748	9606.ENSP00000296509	0	0	0	0	0.495	0	0	0.397	0.682
ANLN	MCM7	9606.ENSP00000265748	9606.ENSP00000307288	0	0	0	0	0.461	0	0	0.454	0.693
ANLN	CDC20	9606.ENSP00000265748	9606.ENSP00000361540	0	0	0	0	0.472	0	0	0.456	0.701
ANLN	TTK	9606.ENSP00000265748	9606.ENSP00000358813	0	0	0	0	0.546	0	0	0.374	0.704
ANLN	NUSAP1	9606.ENSP00000265748	9606.ENSP00000499238	0	0	0	0	0.523	0	0	0.421	0.712
ANLN	TYMS	9606.ENSP00000265748	9606.ENSP00000315644	0	0	0	0	0.462	0	0	0.517	0.729
ANLN	CCNA2	9606.ENSP00000265748	9606.ENSP00000481380	0	0	0	0	0.614	0	0	0.370	0.747
ANLN	EXO1	9606.ENSP00000265748	9606.ENSP00000355506	0	0	0	0	0.487	0	0	0.541	0.754
ANLN	UBE2C	9606.ENSP00000265748	9606.ENSP00000348838	0	0	0	0	0.476	0	0	0.584	0.773
ANLN	KIF4A	9606.ENSP00000265748	9606.ENSP00000363524	0	0	0	0	0.565	0	0	0.520	0.782
ANLN	CDCA8	9606.ENSP00000265748	9606.ENSP00000362146	0	0	0	0	0.479	0.292	0	0.475	0.789
ANLN	IQGAP3	9606.ENSP00000265748	9606.ENSP00000354451	0	0	0	0	0.244	0.486	0.400	0.225	0.795
ANLN	BUB1B	9606.ENSP00000265748	9606.ENSP00000287598	0	0	0	0	0.693	0	0	0.376	0.800
ANLN	PBK	9606.ENSP00000265748	9606.ENSP00000428489	0	0	0	0	0.696	0.052	0	0.397	0.811
ANLN	KIF2C	9606.ENSP00000265748	9606.ENSP00000361298	0	0	0	0	0.532	0	0	0.633	0.821
ANLN	MELK	9606.ENSP00000265748	9606.ENSP00000298048	0	0	0	0	0.587	0	0	0.608	0.831
ANLN	PRC1	9606.ENSP00000265748	9606.ENSP00000377793	0	0	0	0	0.724	0	0	0.442	0.839
ANLN	CENPF	9606.ENSP00000265748	9606.ENSP00000355922	0	0	0	0	0.578	0.292	0	0.515	0.842
ANLN	AURKB	9606.ENSP00000265748	9606.ENSP00000313950	0	0	0	0	0.450	0.292	0	0.636	0.846
ANLN	TOP2A	9606.ENSP00000265748	9606.ENSP00000411532	0	0	0	0	0.613	0.292	0	0.533	0.861
ANLN	HMMR	9606.ENSP00000265748	9606.ENSP00000377492	0	0	0	0	0.764	0	0	0.513	0.880
ANLN	ASPM	9606.ENSP00000265748	9606.ENSP00000356379	0	0	0	0	0.750	0.292	0	0.480	0.900
ANLN	BUB1	9606.ENSP00000265748	9606.ENSP00000302530	0	0	0	0	0.791	0	0	0.619	0.917
ANLN	TPX2	9606.ENSP00000265748	9606.ENSP00000300403	0	0	0	0	0.774	0	0	0.673	0.923
ANLN	CEP55	9606.ENSP00000265748	9606.ENSP00000360540	0	0	0	0	0.778	0.292	0	0.592	0.930
ANLN	KIF20A	9606.ENSP00000265748	9606.ENSP00000378356	0	0	0	0	0.823	0.328	0	0.607	0.949
ANXA3	S100A11	9606.ENSP00000264908	9606.ENSP00000271638	0	0	0	0	0.206	0.069	0	0.509	0.605
ARID3A	TEAD4	9606.ENSP00000263620	9606.ENSP00000352926	0	0	0	0	0.063	0	0	0.550	0.560
ASB9	CKMT2	9606.ENSP00000369855	9606.ENSP00000404203	0	0	0	0	0.115	0.611	0	0.218	0.708
ASCL2	SOX9	9606.ENSP00000332293	9606.ENSP00000245479	0	0	0	0	0	0	0	0.524	0.524
ASCL2	AXIN2	9606.ENSP00000332293	9606.ENSP00000302625	0	0	0	0	0.042	0	0	0.631	0.631
ASCL2	EPHB3	9606.ENSP00000332293	9606.ENSP00000332118	0	0	0	0	0.058	0.046	0	0.526	0.537
ASCL2	RNF43	9606.ENSP00000332293	9606.ENSP00000463069	0	0	0	0	0.062	0	0	0.419	0.431
ASCL2	MYC	9606.ENSP00000332293	9606.ENSP00000478887	0	0	0	0	0.070	0.048	0	0.412	0.434
ASF1B	TRIP13	9606.ENSP00000263382	9606.ENSP00000166345	0	0	0	0	0.405	0	0	0.244	0.531
ASF1B	AURKA	9606.ENSP00000263382	9606.ENSP00000216911	0	0	0	0	0.510	0	0	0.513	0.751
ASF1B	RNASEH2A	9606.ENSP00000263382	9606.ENSP00000221486	0	0	0	0	0.529	0	0	0.173	0.595
ASF1B	RAD51AP1	9606.ENSP00000263382	9606.ENSP00000228843	0	0	0	0	0.410	0	0	0.258	0.544
ASF1B	CCNB1	9606.ENSP00000263382	9606.ENSP00000256442	0	0	0	0	0.472	0.094	0	0.212	0.590
ASF1B	TROAP	9606.ENSP00000263382	9606.ENSP00000257909	0	0	0	0	0.420	0	0	0.137	0.478
ASF1B	KIF11	9606.ENSP00000263382	9606.ENSP00000260731	0	0	0	0	0.507	0	0	0.368	0.675
ASF1B	MCM4	9606.ENSP00000263382	9606.ENSP00000262105	0	0	0	0	0.422	0.622	0	0.654	0.918
ASF1B	CHTF18	9606.ENSP00000263382	9606.ENSP00000262315	0	0	0	0	0.277	0	0	0.223	0.415
ASF1B	TYMS	9606.ENSP00000263382	9606.ENSP00000315644	0	0	0	0	0.324	0	0	0.174	0.418
ASF1B	RFC4	9606.ENSP00000263382	9606.ENSP00000376272	0	0	0	0	0.350	0.126	0	0.065	0.422
ASF1B	PRC1	9606.ENSP00000263382	9606.ENSP00000377793	0	0	0	0	0.402	0	0	0.114	0.448
ASF1B	KIF15	9606.ENSP00000263382	9606.ENSP00000324020	0	0	0	0	0.395	0.069	0	0.101	0.449
ASF1B	IQGAP3	9606.ENSP00000263382	9606.ENSP00000354451	0	0	0	0	0.238	0	0	0.317	0.458
ASF1B	ATAD2	9606.ENSP00000263382	9606.ENSP00000287394	0	0	0	0	0.212	0.133	0	0.295	0.477
ASF1B	UBE2T	9606.ENSP00000263382	9606.ENSP00000494957	0	0	0	0	0.363	0.095	0	0.189	0.492
ASF1B	DTL	9606.ENSP00000263382	9606.ENSP00000355958	0	0	0	0	0.434	0	0	0.144	0.495
ASF1B	CDCA7	9606.ENSP00000263382	9606.ENSP00000306968	0	0	0	0	0.250	0.051	0	0.360	0.505
ASF1B	MAD2L1	9606.ENSP00000263382	9606.ENSP00000296509	0	0	0	0	0.428	0	0	0.180	0.511
ASF1B	TTK	9606.ENSP00000263382	9606.ENSP00000358813	0	0	0	0	0.429	0	0	0.210	0.530
ASF1B	HMMR	9606.ENSP00000263382	9606.ENSP00000377492	0	0	0	0	0.343	0.089	0	0.279	0.531
ASF1B	UHRF1	9606.ENSP00000263382	9606.ENSP00000479617	0	0	0	0	0.449	0	0	0.215	0.549
ASF1B	TACC3	9606.ENSP00000263382	9606.ENSP00000326550	0	0	0	0	0.477	0	0	0.178	0.552
ASF1B	CHEK1	9606.ENSP00000263382	9606.ENSP00000391090	0	0	0	0	0.345	0.145	0	0.287	0.566
ASF1B	MELK	9606.ENSP00000263382	9606.ENSP00000298048	0	0	0	0	0.444	0.071	0	0.241	0.574
ASF1B	CCNB2	9606.ENSP00000263382	9606.ENSP00000288207	0	0	0	0	0.477	0.094	0	0.199	0.587
ASF1B	TPX2	9606.ENSP00000263382	9606.ENSP00000300403	0	0	0	0	0.458	0	0	0.284	0.596
ASF1B	ASPM	9606.ENSP00000263382	9606.ENSP00000356379	0	0	0	0	0.391	0	0	0.375	0.603
ASF1B	CDCA5	9606.ENSP00000263382	9606.ENSP00000275517	0	0	0	0	0.537	0	0	0.179	0.603
ASF1B	KIF4A	9606.ENSP00000263382	9606.ENSP00000363524	0	0	0	0	0.496	0	0	0.270	0.616
ASF1B	BUB1	9606.ENSP00000263382	9606.ENSP00000302530	0	0	0	0	0.513	0.071	0	0.226	0.620
ASF1B	CEP55	9606.ENSP00000263382	9606.ENSP00000360540	0	0	0	0	0.370	0	0	0.434	0.628
ASF1B	PTTG1	9606.ENSP00000263382	9606.ENSP00000377536	0	0	0	0	0.493	0	0	0.310	0.636
ASF1B	CDT1	9606.ENSP00000263382	9606.ENSP00000301019	0	0	0	0	0.518	0	0	0.298	0.647
ASF1B	TK1	9606.ENSP00000263382	9606.ENSP00000468425	0	0	0	0	0.436	0	0	0.401	0.648
ASF1B	RAD54L	9606.ENSP00000263382	9606.ENSP00000361043	0	0	0	0	0.364	0.097	0	0.450	0.657
ASF1B	BUB1B	9606.ENSP00000263382	9606.ENSP00000287598	0	0	0	0	0.556	0.071	0	0.332	0.700
ASF1B	AURKB	9606.ENSP00000263382	9606.ENSP00000313950	0	0	0	0	0.591	0	0	0.301	0.702
ASF1B	TOP2A	9606.ENSP00000263382	9606.ENSP00000411532	0	0	0	0	0.476	0	0	0.467	0.709
ASF1B	KIF2C	9606.ENSP00000263382	9606.ENSP00000361298	0	0	0	0	0.641	0	0	0.226	0.710
ASF1B	EXO1	9606.ENSP00000263382	9606.ENSP00000355506	0	0	0	0	0.404	0.070	0	0.530	0.717
ASF1B	CENPF	9606.ENSP00000263382	9606.ENSP00000355922	0	0	0	0	0.357	0	0	0.592	0.726
ASF1B	UBE2C	9606.ENSP00000263382	9606.ENSP00000348838	0	0	0	0	0.634	0.095	0	0.247	0.729
ASF1B	NUSAP1	9606.ENSP00000263382	9606.ENSP00000499238	0	0	0	0	0.554	0	0	0.440	0.739
ASF1B	PBK	9606.ENSP00000263382	9606.ENSP00000428489	0	0	0	0	0.585	0.051	0	0.398	0.743
ASF1B	PCLAF	9606.ENSP00000263382	9606.ENSP00000300035	0	0	0	0	0.425	0	0	0.621	0.772
ASF1B	CCNA2	9606.ENSP00000263382	9606.ENSP00000481380	0	0	0	0	0.605	0	0	0.473	0.783
ASF1B	CDC20	9606.ENSP00000263382	9606.ENSP00000361540	0	0	0	0	0.709	0.087	0	0.329	0.806
ASF1B	CDCA3	9606.ENSP00000263382	9606.ENSP00000442068	0	0	0	0	0.702	0	0	0.384	0.809
ASF1B	CDCA8	9606.ENSP00000263382	9606.ENSP00000362146	0	0	0	0	0.711	0.071	0	0.415	0.829
ASF1B	CENPA	9606.ENSP00000263382	9606.ENSP00000336868	0	0	0	0	0.393	0.377	0	0.588	0.831
ASF1B	MCM3	9606.ENSP00000263382	9606.ENSP00000480987	0	0	0	0	0.534	0	0	0.653	0.832
ASF1B	KIF20A	9606.ENSP00000263382	9606.ENSP00000378356	0	0	0	0	0.607	0	0	0.611	0.840
ASF1B	MCM7	9606.ENSP00000263382	9606.ENSP00000307288	0	0	0	0	0.393	0.433	0	0.734	0.900
ASF1B	MCM2	9606.ENSP00000263382	9606.ENSP00000265056	0	0	0	0	0.476	0.983	0	0.620	0.996
ASPM	TRIP13	9606.ENSP00000356379	9606.ENSP00000166345	0	0	0	0	0.553	0	0	0.418	0.729
ASPM	AURKA	9606.ENSP00000356379	9606.ENSP00000216911	0	0	0	0	0.705	0.314	0	0.685	0.930
ASPM	RAD51AP1	9606.ENSP00000356379	9606.ENSP00000228843	0	0	0	0	0.549	0	0	0.305	0.673
ASPM	CCNB1	9606.ENSP00000356379	9606.ENSP00000256442	0	0	0	0	0.838	0	0	0.714	0.952
ASPM	CDK4	9606.ENSP00000356379	9606.ENSP00000257904	0	0	0	0	0.180	0.211	0	0.230	0.459
ASPM	TROAP	9606.ENSP00000356379	9606.ENSP00000257909	0	0	0	0	0.648	0	0	0.358	0.764
ASPM	KIF11	9606.ENSP00000356379	9606.ENSP00000260731	0	0	0	0	0.962	0.079	0	0.714	0.989
ASPM	MCM4	9606.ENSP00000356379	9606.ENSP00000262105	0	0	0	0	0.527	0	0	0.348	0.678
ASPM	POLQ	9606.ENSP00000356379	9606.ENSP00000264233	0	0	0	0	0.533	0	0	0	0.533
ASPM	MCM2	9606.ENSP00000356379	9606.ENSP00000265056	0	0	0	0	0.510	0	0	0.100	0.540
ASPM	CDCA5	9606.ENSP00000356379	9606.ENSP00000275517	0	0	0	0	0.583	0	0	0.418	0.746
ASPM	ATAD2	9606.ENSP00000356379	9606.ENSP00000287394	0	0	0	0	0.469	0.090	0	0.201	0.581
ASPM	BUB1B	9606.ENSP00000356379	9606.ENSP00000287598	0	0	0	0	0.928	0.111	0	0.628	0.974
ASPM	CCNB2	9606.ENSP00000356379	9606.ENSP00000288207	0	0	0	0	0.840	0	0	0.709	0.951
ASPM	MAD2L1	9606.ENSP00000356379	9606.ENSP00000296509	0	0	0	0	0.602	0.088	0	0.524	0.812
ASPM	MELK	9606.ENSP00000356379	9606.ENSP00000298048	0	0	0	0	0.818	0	0	0.715	0.946
ASPM	PCLAF	9606.ENSP00000356379	9606.ENSP00000300035	0	0	0	0	0.756	0	0	0.641	0.909
ASPM	TPX2	9606.ENSP00000356379	9606.ENSP00000300403	0	0	0	0	0.827	0	0	0.717	0.949
ASPM	CDT1	9606.ENSP00000356379	9606.ENSP00000301019	0	0	0	0	0.524	0	0	0.148	0.578
ASPM	BUB1	9606.ENSP00000356379	9606.ENSP00000302530	0	0	0	0	0.907	0.111	0	0.741	0.976
ASPM	CDC25A	9606.ENSP00000356379	9606.ENSP00000303706	0	0	0	0	0.394	0	0	0.138	0.456
ASPM	CDCA7	9606.ENSP00000356379	9606.ENSP00000306968	0	0	0	0	0.348	0.046	0	0.226	0.477
ASPM	MCM7	9606.ENSP00000356379	9606.ENSP00000307288	0	0	0	0	0.398	0	0	0.217	0.509
ASPM	CKS1B	9606.ENSP00000356379	9606.ENSP00000311083	0	0	0	0	0.432	0	0	0.202	0.527
ASPM	AURKB	9606.ENSP00000356379	9606.ENSP00000313950	0	0	0	0	0.608	0	0	0.732	0.890
ASPM	TYMS	9606.ENSP00000356379	9606.ENSP00000315644	0	0	0	0	0.520	0	0	0.522	0.760
ASPM	KIF15	9606.ENSP00000356379	9606.ENSP00000324020	0	0	0	0	0.895	0	0	0.743	0.971
ASPM	TACC3	9606.ENSP00000356379	9606.ENSP00000326550	0	0	0	0	0.385	0.051	0	0.295	0.553
ASPM	CDKN3	9606.ENSP00000356379	9606.ENSP00000335357	0	0	0	0	0.784	0	0	0.351	0.854
ASPM	CENPA	9606.ENSP00000356379	9606.ENSP00000336868	0	0	0	0	0.800	0	0	0.352	0.865
ASPM	UBE2C	9606.ENSP00000356379	9606.ENSP00000348838	0	0	0	0	0.835	0	0	0.673	0.943
ASPM	IQGAP3	9606.ENSP00000356379	9606.ENSP00000354451	0	0	0	0.547	0.577	0	0	0.128	0.615
ASPM	EXO1	9606.ENSP00000356379	9606.ENSP00000355506	0	0	0	0	0.792	0	0	0.295	0.848
ASPM	CENPF	9606.ENSP00000356379	9606.ENSP00000355922	0	0	0	0	0.938	0	0	0.802	0.987
ASPM	DTL	9606.ENSP00000356379	9606.ENSP00000355958	0	0	0	0	0.818	0	0	0.199	0.848
ASPM	MCM3	9606.ENSP00000356379	9606.ENSP00000480987	0	0	0	0	0.379	0	0	0.152	0.451
ASPM	RFC4	9606.ENSP00000356379	9606.ENSP00000376272	0	0	0	0	0.337	0	0	0.288	0.507
ASPM	UHRF1	9606.ENSP00000356379	9606.ENSP00000479617	0	0	0	0	0.474	0	0	0.213	0.569
ASPM	MYC	9606.ENSP00000356379	9606.ENSP00000478887	0	0	0	0	0.110	0.164	0	0.472	0.573
ASPM	CHEK1	9606.ENSP00000356379	9606.ENSP00000391090	0	0	0	0	0.500	0	0	0.320	0.645
ASPM	RAD54L	9606.ENSP00000356379	9606.ENSP00000361043	0	0	0	0	0.436	0	0	0.434	0.667
ASPM	CKS2	9606.ENSP00000356379	9606.ENSP00000364976	0	0	0	0	0.506	0	0	0.506	0.745
ASPM	TK1	9606.ENSP00000356379	9606.ENSP00000468425	0	0	0	0	0.430	0	0	0.601	0.763
ASPM	UBE2T	9606.ENSP00000356379	9606.ENSP00000494957	0	0	0	0	0.780	0	0	0.246	0.827
ASPM	CDCA3	9606.ENSP00000356379	9606.ENSP00000442068	0	0	0	0	0.773	0	0	0.425	0.864
ASPM	PTTG1	9606.ENSP00000356379	9606.ENSP00000377536	0	0	0	0	0.698	0	0	0.574	0.866
ASPM	PRC1	9606.ENSP00000356379	9606.ENSP00000377793	0	0	0	0	0.838	0	0	0.532	0.921
ASPM	HMMR	9606.ENSP00000356379	9606.ENSP00000377492	0	0	0	0	0.809	0.043	0	0.640	0.928
ASPM	KIF2C	9606.ENSP00000356379	9606.ENSP00000361298	0	0	0	0	0.851	0	0	0.589	0.936
ASPM	NUSAP1	9606.ENSP00000356379	9606.ENSP00000499238	0	0	0	0	0.852	0	0	0.611	0.940
ASPM	CCNA2	9606.ENSP00000356379	9606.ENSP00000481380	0	0	0	0	0.865	0	0	0.603	0.944
ASPM	CEP55	9606.ENSP00000356379	9606.ENSP00000360540	0	0	0	0	0.842	0	0	0.700	0.950
ASPM	CDCA8	9606.ENSP00000356379	9606.ENSP00000362146	0	0	0	0	0.908	0	0	0.480	0.950
ASPM	PBK	9606.ENSP00000356379	9606.ENSP00000428489	0	0	0	0	0.841	0.046	0	0.703	0.951
